budget,genres,homepage,original_language,original_title,overview,popularity,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
100000000,"[{""id"": 10751; ""name"": ""Family""}; {""id"": 14; ""name"": ""Fantasy""}]",http://wherethewildthingsare.warnerbros.com/,en,Where the Wild Things Are,Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira; Carol; Douglas; the Bull; Judith and Alexander -- crown him as their king; play rumpus; build forts and discover secret hideaways.,31.586215,"October 16, 2009",100086793,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,There's one in all of us.,Where the Wild Things Are,6.4,572
12000000,"[{""id"": 27; ""name"": ""Horror""}]",,en,Triangle,The story revolves around the passengers of a yachting trip in the Atlantic Ocean who; when struck by mysterious weather conditions; jump to another ship only to experience greater havoc on the open seas.,25.496926,"October 16, 2009",0,99,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,A Passage to Hell,Triangle,6.9,612
24000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10752; ""name"": ""War""}]",http://www.themenwhostareatgoatsmovie.com/,en,The Men Who Stare at Goats,A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady; a guy who claims to be a former member of the U.S. Army's New Earth Army; a unit that employs paranormal powers in their missions.,20.69219,"October 17, 2009",68729358,93,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,No goats. No glory.,The Men Who Stare at Goats,5.9,742
7000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.asingleman-movie.com/,en,A Single Man,Adapted from a 1964 novel of the same name; the film follows a day in the life of George Falconer; a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.,21.626288,"October 19, 2009",0,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,,A Single Man,7.3,463
11000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 9648; ""name"": ""Mystery""}]",http://www.saw6film.com/,en,Saw VI,Special Agent Strahm is dead; and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However; when the FBI draws closer to Hoffman; he is forced to set a game into motion; and Jigsaw's grand scheme is finally understood.,31.900899,"October 22, 2009",68233629,90,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The Game Has Come Full Circle,Saw VI,6,722
40000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",http://www.foxsearchlight.com/fantasticmrfox/,en,Fantastic Mr. Fox,The Fantastic Mr. Fox bored with his current life; plans a heist against the three local farmers. The farmers; tired of sharing their chickens with the sly fox; seek revenge against him and his family.,41.258956,"October 23, 2009",46471023,87,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1176
40000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Cirque du Freak: The Vampire's Assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do; and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",16.424807,"October 23, 2009",28169671,109,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Meet Darren. He's sixteen going on immortal.,Cirque du Freak: The Vampire's Assistant,5.5,348
60000000,"[{""id"": 10402; ""name"": ""Music""}; {""id"": 99; ""name"": ""Documentary""}]",http://www.thisisit-movie.com,en,Michael Jackson's This Is It,A compilation of interviews; rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.,15.798622,"October 28, 2009",0,111,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Like You've Never Seen Him Before,This Is It,6.7,247
7500000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.sonyclassics.com/aneducation/,en,An Education,A coming-of-age story about a teenage girl in 1960s suburban London; and how her life changes with the arrival of a playboy nearly twice her age.,16.990308,"October 29, 2009",26096852,100,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,An education isn't always by the book.,An Education,6.8,409
200000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 18; ""name"": ""Drama""}]",http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl,en,A Christmas Carol,Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence; what opportunities he wasted in his youth; his current cruelties; and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness; and must decide what his own future will hold: death or redemption.,39.744242,"November 4, 2009",325233863,96,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Season's Greedings,A Christmas Carol,6.6,1095
10000000,"[{""id"": 18; ""name"": ""Drama""}]",http://www.weareallprecious.com/,en,Precious,"Set in Harlem in 1987; Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home; she must wait hand and foot on her mother; an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.",18.664624,"November 6, 2009",47536959,110,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}]",Released,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,Precious,6.9,417
10000000,"[{""id"": 9648; ""name"": ""Mystery""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.thefourthkind.net/,en,The Fourth Kind,Since the 1960s; a disproportionate number of the population in and around Nome; Alaska; have gone missing. Despite FBI investigations; the disappearances remain a mystery. Dr. Abigail Tyler; a psychologist; may be on the verge of blowing the unsolved cases wide open when; during the course of treating her patients; she finds evidence of alien abductions.,22.888173,"November 6, 2009",42333295,98,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,5.8,441
7300000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 28; ""name"": ""Action""}]",,en,Harry Brown,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,16.829837,"November 11, 2009",10329747,103,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Every man has a breaking point.,Harry Brown,6.7,348
70000000,"[{""id"": 878; ""name"": ""Science Fiction""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 12; ""name"": ""Adventure""}]",http://www.sonypictures.com/movies/planet51/,en,Planet 51,When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture; recover his spaceship and make it home safely; all with the help of an empathetic little green being.,23.661071,"November 19, 2009",104945765,91,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,Something strange is coming to their planet...Us!,Planet 51,5.6,556
29000000,"[{""id"": 18; ""name"": ""Drama""}]",http://www.theblindsidemovie.com/,en,The Blind Side,Oversized African-American; Michael Oher; the teen from across the tracks and a broken home; has nowhere to sleep at age 16. Taken in by an affluent Memphis couple; Michael embarks on a remarkable rise to play for the NFL.,25.767395,"November 20, 2009",309208309,129,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Based on the extraordinary true story,The Blind Side,7.2,1597
35000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",http://disney.go.com/olddogs/,en,Old Dogs,Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract; Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins; now seven; and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes; although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle; meet the kids' expectations; and still land the account?,13.707843,"November 24, 2009",92219310,88,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""uk""; ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}]",Released,Life is Not Child-Proof.,Old Dogs,5.2,210
8000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 80; ""name"": ""Crime""}]",http://www.sonypictures.com/movies/boondocksaints2/,en,The Boondock Saints II: All Saints Day,Skillfully framed by an unknown enemy for the murder of a priest; wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.,13.517017,"November 24, 2009",10629321,118,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,5.9,261
32000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 18; ""name"": ""Drama""}]",http://www.theroad-movie.com/,en,The Road,A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones; and; when the snow falls it is gray. The sky is dark. Their destination is the warmer south; although they don't know what; if anything; awaits them there.,41.075532,"November 25, 2009",27635305,111,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,In a moment the world changed forever.,The Road,6.8,1087
21000000,"[{""id"": 18; ""name"": ""Drama""}]",http://www.everybodysfinemovie.com/,en,Everybody's Fine,Eight months after the death of his wife; Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute; Frank; against the advice of his doctor; sets out on a road trip to reconnect with his offspring. As he visits each one in turn; Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.,15.440465,"December 4, 2009",0,99,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,284
20000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Armored,A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan; the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes; the plan quickly unravels and all bets are off.,15.21229,"December 4, 2009",22942221,88,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,Who will be the last man standing?,Armored,5.5,208
105000000,"[{""id"": 10749; ""name"": ""Romance""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 10402; ""name"": ""Music""}]",http://disney.go.com/disneypictures/princessandthefrog/,en,The Princess and the Frog,A waitress; desperate to fulfill her dreams as a restaurant owner; is set on a journey to turn a frog prince back into a human being; but she has to do face the same problem after she kisses him.,62.479574,"December 8, 2009",267045765,97,"[{""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Every Love Story Begins With a Kiss...,The Princess and the Frog,6.7,1247
237000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.avatarmovie.com/,en,Avatar,In the 22nd century; a paraplegic Marine is dispatched to the moon Pandora on a unique mission; but becomes torn between following orders and protecting an alien civilization.,150.437577,"December 10, 2009",2787965087,162,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,Enter the World of Pandora.,Avatar,7.2,11800
60000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 36; ""name"": ""History""}]",http://invictusmovie.warnerbros.com,en,Invictus,Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport; Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.,23.85119,"December 10, 2009",122233971,134,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,His people needed a leader. He gave them a champion.,Invictus,7,1125
7000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10402; ""name"": ""Music""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Crazy Heart,When reporter Jean Craddock interviews Bad Blake -- an alcoholic; seen-better-days country music legend -- they connect; and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy; the upstart kid he once mentored?,17.697042,"December 16, 2009",39462438,112,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,The harder the life; the sweeter the song.,Crazy Heart,6.8,274
