budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",http://harrypotter.warnerbros.com/harrypotterandthehalf-bloodprince/dvd/index.html,767,"[{""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 3884, ""name"": ""school of witchcraft""}, {""id"": 6333, ""name"": ""wizardry""}, {""id"": 10164, ""name"": ""apparition""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 12564, ""name"": ""werewolf""}]",en,Harry Potter and the Half-Blood Prince,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",98.885637,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/7/2009,933959197,153,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,7.4,5293
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://500days.com,19913,"[{""id"": 248, ""name"": ""date""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2861, ""name"": ""gallery""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 180509, ""name"": ""ikea""}, {""id"": 201689, ""name"": ""year""}, {""id"": 201696, ""name"": ""heartache""}]",en,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",45.610993,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Watermark"", ""id"": 4364}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/2009,60722734,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904
30000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",http://www.d-9.com/,17654,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 4339, ""name"": ""johannesburg""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6086, ""name"": ""government""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10650, ""name"": ""prawn""}, {""id"": 11800, ""name"": ""mockumentary""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 158276, ""name"": ""metamorphosis""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 195139, ""name"": ""internment camp""}, {""id"": 229740, ""name"": ""body transformation""}, {""id"": 231277, ""name"": ""alien technology""}, {""id"": 233016, ""name"": ""segregation""}]",en,District 9,"Aliens land in South Africa and, with their ship totally disabled, have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",63.13678,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Key Creatives"", ""id"": 2300}, {""name"": ""Block / Hanson"", ""id"": 8504}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""The Department of Trade and Industry of South Africa"", ""id"": 10884}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""District 9"", ""id"": 20667}, {""name"": ""New Zealand Post Digital and Visual Effects Grant"", ""id"": 20668}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",8/5/2009,210819611,112,"[{""iso_639_1"": ""af"", ""name"": ""Afrikaans""}, {""iso_639_1"": ""ny"", ""name"": """"}, {""iso_639_1"": ""st"", ""name"": """"}, {""iso_639_1"": ""xh"", ""name"": """"}, {""iso_639_1"": ""zu"", ""name"": ""isiZulu""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You are not welcome here.,District 9,7.3,3382
2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.elsecretodesusojos.com,25376,"[{""id"": 570, ""name"": ""rape""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1731, ""name"": ""writing""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3879, ""name"": ""suspect""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 10596, ""name"": ""argentina""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 185237, ""name"": ""eyes""}]",es,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,25.894065,"[{""name"": ""100 Bares"", ""id"": 5517}, {""name"": ""Haddock Films S.R.L."", ""id"": 5623}, {""name"": ""Instituto Nacional de Cine y Artes Audiovisuales (INCAA)"", ""id"": 6458}, {""name"": ""Televisi\u00f3n Espa\u00f1ola (TVE)"", ""id"": 6639}, {""name"": ""Tornasol Films"", ""id"": 7680}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Ministerio de Cultura"", ""id"": 11408}, {""name"": ""Instituto de Cr\u00e9dito Oficial (ICO)"", ""id"": 11427}, {""name"": ""Televisi\u00f3n Federal (Telefe)"", ""id"": 21915}]","[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",8/13/2009,33965843,129,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,The Secret in Their Eyes,7.8,626
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",http://www.inglouriousbasterds-movie.com/,16869,"[{""id"": 90, ""name"": ""paris""}, {""id"": 1008, ""name"": ""guerrilla""}, {""id"": 1388, ""name"": ""cinema""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1560, ""name"": ""dynamite""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2433, ""name"": ""jew persecution""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3260, ""name"": ""masochism""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5470, ""name"": ""scalp""}, {""id"": 6538, ""name"": ""winston churchill""}, {""id"": 9851, ""name"": ""knife in hand""}, {""id"": 10144, ""name"": ""anti semitism""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 11249, ""name"": ""blood bath""}, {""id"": 13519, ""name"": ""german occupation of france""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 163656, ""name"": ""gun violence""}]",en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zehnte Babelsberg"", ""id"": 6817}, {""name"": ""Visiona Romantica"", ""id"": 6818}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/18/2009,319131050,153,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430
20000000,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.capitalismalovestory.com/,22074,"[{""id"": 279, ""name"": ""usa""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 2110, ""name"": ""capitalist""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6050, ""name"": ""criticism and blame""}, {""id"": 6126, ""name"": ""banking""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14737, ""name"": ""economics""}, {""id"": 188950, ""name"": ""corporation""}]",en,Capitalism: A Love Story,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",10.50098,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Paramount Vantage"", ""id"": 838}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/6/2009,17436509,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,7,167
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.soul-kitchen-film.com/?l=en,31175,[],de,Soul Kitchen,"SOUL KITCHEN film centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack.",5.461487,"[{""name"": ""Coraz\u00f3n International"", ""id"": 200}, {""name"": ""Biograf Jan Sv\u011br\u00e1k"", ""id"": 6419}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",9/9/2009,17872796,99,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Released,,Soul Kitchen,7.1,116
23600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",http://www.zombieland.com/,19908,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 167068, ""name"": ""twinkie""}, {""id"": 167081, ""name"": ""body count""}, {""id"": 167085, ""name"": ""zombification""}, {""id"": 167095, ""name"": ""disposing of a dead body""}, {""id"": 167103, ""name"": ""bitten on the arm""}, {""id"": 167104, ""name"": ""loner""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 186565, ""name"": ""zombie apocalypse""}, {""id"": 235354, ""name"": ""fear of clowns""}]",en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",57.300674,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/7/2009,102391382,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This place is so dead,Zombieland,7.2,3550
53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,22803,"[{""id"": 331, ""name"": ""tattoo""}, {""id"": 352, ""name"": ""secret passage""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 193551, ""name"": ""vigilantism""}]",en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,49.593978,"[{""name"": ""Film Department, The"", ""id"": 5257}, {""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Warp Films"", ""id"": 12180}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/15/2009,126690726,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The System Must Pay.,Law Abiding Citizen,7.2,1486
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",http://oceans-lefilm.com/,36970,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 1357, ""name"": ""fish""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Oceans,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",10.706613,"[{""name"": ""Path\u00e9 Films"", ""id"": 4959}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Conseil R\u00e9gional du Calvados"", ""id"": 19267}, {""name"": ""R\u00e9gion Bretagne"", ""id"": 20346}, {""name"": ""Minist\u00e8re du D\u00e9veloppement Durable et de la Mer"", ""id"": 33250}, {""name"": ""JMH-TSR"", ""id"": 33251}, {""name"": ""HH Sheikha Salama bint Hamdan Al Nahyan"", ""id"": 33252}, {""name"": ""Conseil G\u00e9n\u00e9ral des C\u00f4tes d'Armor"", ""id"": 33253}, {""name"": ""Conseil G\u00e9n\u00e9ral du Morbihan"", ""id"": 33254}, {""name"": ""R\u00e9gion Basse-Normandie"", ""id"": 33255}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""MC"", ""name"": ""Monaco""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}]",10/17/2009,19406406,84,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Explore the depths of our planet's oceans. Experience the stories that connect their world to ours.,Oceans,7.3,111
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.foxsearchlight.com/fantasticmrfox/,10315,"[{""id"": 2527, ""name"": ""fox""}, {""id"": 3352, ""name"": ""tree""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11330, ""name"": ""cider""}, {""id"": 11331, ""name"": ""tale""}, {""id"": 11332, ""name"": ""farm life""}]",en,Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",41.258956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/23/2009,46471023,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1176
